t,filename,timestamp,S1,S2
41,2003.10.22.15.29.13,2003-10-22 15:29:13,0.12540454654026206,0.1186910616484425
42,2003.10.22.15.37.48,2003-10-22 15:37:48,0.1254800568924575,0.11807444209884341
43,2003.10.22.15.44.13,2003-10-22 15:44:13,0.12484420349573454,0.1192461966685809
44,2003.10.22.15.54.13,2003-10-22 15:54:13,0.1263029214963598,0.11921929574744025
45,2003.10.22.16.04.13,2003-10-22 16:04:13,0.12618064539951243,0.1190998348206112
46,2003.10.22.16.14.13,2003-10-22 16:14:13,0.1254624426341156,0.11944928521461001
47,2003.10.22.16.24.13,2003-10-22 16:24:13,0.12571355340521412,0.11904774678936599
48,2003.10.22.16.34.13,2003-10-22 16:34:13,0.1259276421002231,0.11891563386920842
49,2003.10.22.16.44.13,2003-10-22 16:44:13,0.1252925075619922,0.11873271132371757
50,2003.10.22.16.54.13,2003-10-22 16:54:13,0.12752978608109802,0.12090498694901144
51,2003.10.22.17.04.13,2003-10-22 17:04:13,0.1270623889417862,0.12294305957815391
52,2003.10.22.17.14.13,2003-10-22 17:14:13,0.12639790319321212,0.11932612137410442
53,2003.10.22.17.19.38,2003-10-22 17:19:38,0.12447809797309725,0.11775781141154715
54,2003.10.22.17.24.13,2003-10-22 17:24:13,0.12696380531997348,0.1211153609748264
55,2003.10.22.17.34.13,2003-10-22 17:34:13,0.12905560987207462,0.12324912465618418
56,2003.10.22.17.44.13,2003-10-22 17:44:13,0.12541812509966663,0.12008006158978372
57,2003.10.22.17.54.13,2003-10-22 17:54:13,0.12502634038879817,0.11960197152136277
58,2003.10.22.18.04.13,2003-10-22 18:04:13,0.12456779557076289,0.11919308640060934
59,2003.10.22.18.14.13,2003-10-22 18:14:13,0.12388603358089341,0.11772388473504167
60,2003.10.22.18.24.13,2003-10-22 18:24:13,0.12755661809687688,0.12263904059207147
61,2003.10.22.18.34.13,2003-10-22 18:34:13,0.12556580033927928,0.11901140861639851
62,2003.10.22.18.44.13,2003-10-22 18:44:13,0.12598209411304995,0.11952373383231779
63,2003.10.22.18.54.13,2003-10-22 18:54:13,0.12619702477673553,0.11899769684942961
64,2003.10.22.19.04.13,2003-10-22 19:04:13,0.13041930593791753,0.12158906401597658
65,2003.10.22.19.14.13,2003-10-22 19:14:13,0.13212477660074537,0.12383379620293988
66,2003.10.22.19.24.13,2003-10-22 19:24:13,0.12856112606369635,0.1221450417760326
67,2003.10.22.19.34.13,2003-10-22 19:34:13,0.13050290963740283,0.12143945773319004
68,2003.10.22.19.44.13,2003-10-22 19:44:13,0.13043272032450293,0.12110638885655454
69,2003.10.22.19.54.13,2003-10-22 19:54:13,0.1296436115496055,0.12052209320772635
70,2003.10.22.20.04.13,2003-10-22 20:04:13,0.1306373672748943,0.12251508716085235
71,2003.10.22.20.14.13,2003-10-22 20:14:13,0.12976024541076708,0.12079886150707816
72,2003.10.22.20.24.13,2003-10-22 20:24:13,0.1300000706129616,0.12105763473542001
73,2003.10.22.20.34.13,2003-10-22 20:34:13,0.12965682788645622,0.12210861544069587
74,2003.10.22.20.44.13,2003-10-22 20:44:13,0.1296958491288368,0.12035001484926684
75,2003.10.22.20.54.13,2003-10-22 20:54:13,0.1318179480781994,0.12281285523962618
76,2003.10.22.21.04.13,2003-10-22 21:04:13,0.12949626318058127,0.12065586898573614
77,2003.10.22.21.14.13,2003-10-22 21:14:13,0.12936302046741613,0.12146267531279158
78,2003.10.22.21.24.13,2003-10-22 21:24:13,0.12933463742362292,0.12080698646401054
79,2003.10.22.21.34.13,2003-10-22 21:34:13,0.13059095960467076,0.12156284282567341
80,2003.10.22.21.44.13,2003-10-22 21:44:13,0.13101902649132444,0.12234717527931785
81,2003.10.22.21.54.13,2003-10-22 21:54:13,0.12991390741504064,0.12056395071055652
82,2003.10.22.22.04.13,2003-10-22 22:04:13,0.13125010193448422,0.12168907994448136
83,2003.10.22.22.14.13,2003-10-22 22:14:13,0.13073403157448618,0.12159485129448583
84,2003.10.22.22.24.13,2003-10-22 22:24:13,0.13029309189255536,0.12008031146350293
85,2003.10.22.22.34.13,2003-10-22 22:34:13,0.13051354059002365,0.12096966586129661
86,2003.10.22.22.44.13,2003-10-22 22:44:13,0.13051085679066848,0.12173313558283187
87,2003.10.22.22.54.13,2003-10-22 22:54:13,0.1305848974027529,0.12201160213146739
88,2003.10.22.23.04.13,2003-10-22 23:04:13,0.13017202241619308,0.12122529830534033
89,2003.10.22.23.14.13,2003-10-22 23:14:13,0.13078361220984933,0.12108628343916324
90,2003.10.22.23.24.13,2003-10-22 23:24:13,0.13234108247016493,0.12356316408047394
91,2003.10.22.23.34.13,2003-10-22 23:34:13,0.1304694408664343,0.12138649332491136
92,2003.10.22.23.44.13,2003-10-22 23:44:13,0.13071805727613486,0.12107851658215166
93,2003.10.22.23.54.13,2003-10-22 23:54:13,0.13100299786347927,0.12242767316358667
94,2003.10.23.00.04.13,2003-10-23 00:04:13,0.1316906001207233,0.12113827306500567
95,2003.10.23.00.14.13,2003-10-23 00:14:13,0.1319024784390323,0.12284668635990706
96,2003.10.23.00.24.13,2003-10-23 00:24:13,0.12924024892950095,0.12074581668154699
97,2003.10.23.00.34.13,2003-10-23 00:34:13,0.13023694639783,0.1211772939632901
98,2003.10.23.00.44.13,2003-10-23 00:44:13,0.1311893217253814,0.12177380454209456
99,2003.10.23.00.54.13,2003-10-23 00:54:13,0.13274837882278687,0.1253086550610257
100,2003.10.23.01.04.13,2003-10-23 01:04:13,0.13073974662533291,0.12300096643579929
101,2003.10.23.01.14.13,2003-10-23 01:14:13,0.12920793088776275,0.12067958528552997
102,2003.10.23.01.24.13,2003-10-23 01:24:13,0.1303740556428526,0.12126486740357345
103,2003.10.23.01.34.13,2003-10-23 01:34:13,0.12976582574487783,0.12108692138004366
104,2003.10.23.01.44.13,2003-10-23 01:44:13,0.13089752913926841,0.12109049733534781
105,2003.10.23.01.54.13,2003-10-23 01:54:13,0.1308540985876541,0.12212585361459607
106,2003.10.23.02.04.13,2003-10-23 02:04:13,0.13078054192609992,0.12045686448339869
107,2003.10.23.02.14.13,2003-10-23 02:14:13,0.13063906435947384,0.12179416610201153
108,2003.10.23.02.24.13,2003-10-23 02:24:13,0.13022403434502308,0.12233858506019779
109,2003.10.23.02.34.13,2003-10-23 02:34:13,0.130531617525518,0.12327937320339472
110,2003.10.23.02.44.13,2003-10-23 02:44:13,0.13029761774281648,0.1209760335090953
111,2003.10.23.02.54.13,2003-10-23 02:54:13,0.12960889052049293,0.12097707584852337
112,2003.10.23.03.04.13,2003-10-23 03:04:13,0.13079066815699478,0.122082459045682
113,2003.10.23.03.14.13,2003-10-23 03:14:13,0.1302054161339881,0.12161505812719595
114,2003.10.23.03.24.13,2003-10-23 03:24:13,0.13018762208197587,0.12139174784684707
115,2003.10.23.03.34.13,2003-10-23 03:34:13,0.12944478115083474,0.12167419755873675
116,2003.10.23.03.44.13,2003-10-23 03:44:13,0.13150715990191847,0.12297696426662341
117,2003.10.23.03.54.13,2003-10-23 03:54:13,0.13134489240818903,0.12210384484438339
118,2003.10.23.04.04.13,2003-10-23 04:04:13,0.1302991435001589,0.1209469894936543
119,2003.10.23.04.14.13,2003-10-23 04:14:13,0.1307418399401565,0.12044042022601362
120,2003.10.23.04.24.13,2003-10-23 04:24:13,0.13028547531526682,0.12041229748957849
121,2003.10.23.04.34.13,2003-10-23 04:34:13,0.1318625947586516,0.12137524559868303
122,2003.10.23.04.44.13,2003-10-23 04:44:13,0.13034139143154988,0.12160653966083096
123,2003.10.23.04.54.13,2003-10-23 04:54:13,0.13079517156339096,0.12116150866360416
124,2003.10.23.05.04.13,2003-10-23 05:04:13,0.1296214572050814,0.120319105338159
125,2003.10.23.05.14.13,2003-10-23 05:14:13,0.1314209006398906,0.12271920378863133
126,2003.10.23.05.24.13,2003-10-23 05:24:13,0.1303858836765291,0.1215863227781758
127,2003.10.23.05.34.13,2003-10-23 05:34:13,0.130226818354554,0.12142032636382129
128,2003.10.23.05.44.13,2003-10-23 05:44:13,0.12997437735773634,0.12100327910716924
129,2003.10.23.05.54.13,2003-10-23 05:54:13,0.13001111806423518,0.12049270980119244
130,2003.10.23.06.04.13,2003-10-23 06:04:13,0.13052576448851969,0.1203753977229281
131,2003.10.23.06.14.13,2003-10-23 06:14:13,0.131245547357508,0.12124397637260428
132,2003.10.23.06.24.13,2003-10-23 06:24:13,0.13085664959848475,0.12056686888630257
133,2003.10.23.06.34.13,2003-10-23 06:34:13,0.12935008214145052,0.12110440618435658
134,2003.10.23.06.44.13,2003-10-23 06:44:13,0.1307463136580005,0.12067037682774509
135,2003.10.23.06.54.13,2003-10-23 06:54:13,0.13067531159536935,0.12163195858658767
136,2003.10.23.07.04.13,2003-10-23 07:04:13,0.13105535529822407,0.12112932138834098
137,2003.10.23.07.14.13,2003-10-23 07:14:13,0.13207075647847585,0.12299220233794296
138,2003.10.23.07.24.13,2003-10-23 07:24:13,0.1312755600111841,0.12166890607331901
139,2003.10.23.07.34.13,2003-10-23 07:34:13,0.1292077561072912,0.12063532966619636
140,2003.10.23.07.44.13,2003-10-23 07:44:13,0.13106452892444814,0.12267673395834884
141,2003.10.23.07.54.13,2003-10-23 07:54:13,0.12910036917943196,0.12036487232674813
142,2003.10.23.08.04.13,2003-10-23 08:04:13,0.1310632737965951,0.12297735158925098
143,2003.10.23.08.14.13,2003-10-23 08:14:13,0.13165232014073092,0.12100250090229282
144,2003.10.23.08.24.13,2003-10-23 08:24:13,0.13064562710941574,0.1206493092004545
145,2003.10.23.08.34.13,2003-10-23 08:34:13,0.13025935048460774,0.12204703803119311
146,2003.10.23.08.44.13,2003-10-23 08:44:13,0.130833361780119,0.12101797689773976
147,2003.10.23.08.54.13,2003-10-23 08:54:13,0.1317864676166525,0.12360097580805389
148,2003.10.23.09.04.13,2003-10-23 09:04:13,0.1315846195775745,0.12197031969589466
149,2003.10.23.09.14.13,2003-10-23 09:14:13,0.1297159383352837,0.1215125736967424
150,2003.10.23.09.24.13,2003-10-23 09:24:13,0.13178461450086132,0.1227564735834352
151,2003.10.23.09.34.13,2003-10-23 09:34:13,0.13107483866127062,0.12172543547108386
152,2003.10.23.09.44.13,2003-10-23 09:44:13,0.1312690034605704,0.12198952891955779
153,2003.10.23.09.54.13,2003-10-23 09:54:13,0.13036529805703664,0.12165068981321582
154,2003.10.23.10.04.13,2003-10-23 10:04:13,0.12945760289479186,0.12089948449667806
155,2003.10.23.10.14.13,2003-10-23 10:14:13,0.13040333408703791,0.12147108729581753
156,2003.10.29.14.39.46,2003-10-29 14:39:46,0.1510650767777748,0.14582293398561103
157,2003.10.29.14.49.46,2003-10-29 14:49:46,0.1506887909525788,0.1458142664246841
158,2003.10.29.14.59.46,2003-10-29 14:59:46,0.15104596242095275,0.146914338315681
159,2003.10.29.15.09.46,2003-10-29 15:09:46,0.14987297730468918,0.1452465685440731
160,2003.10.29.15.19.46,2003-10-29 15:19:46,0.15128509794218,0.1463186627680104
161,2003.10.29.15.29.46,2003-10-29 15:29:46,0.15341032202657315,0.14929586701648215
162,2003.10.29.15.39.46,2003-10-29 15:39:46,0.15372281597209514,0.14849064328292919
163,2003.10.29.15.49.46,2003-10-29 15:49:46,0.15313185858364434,0.14787880895744285
164,2003.10.29.15.59.46,2003-10-29 15:59:46,0.15218584974079596,0.14801288214628483
165,2003.10.29.16.09.46,2003-10-29 16:09:46,0.1545277116632321,0.1487256292404532
166,2003.10.29.16.19.46,2003-10-29 16:19:46,0.15374896563422386,0.14780682137612086
167,2003.10.29.16.29.46,2003-10-29 16:29:46,0.15417889334258353,0.14876556936639018
168,2003.10.29.16.39.46,2003-10-29 16:39:46,0.15373110926249808,0.14890861635711558
169,2003.10.29.16.49.46,2003-10-29 16:49:46,0.15159141734445258,0.14707366666991878
170,2003.10.29.16.59.46,2003-10-29 16:59:46,0.15440837964656623,0.1503889147630029
171,2003.10.29.17.09.46,2003-10-29 17:09:46,0.1535842796546289,0.14805340124137853
172,2003.10.29.17.19.46,2003-10-29 17:19:46,0.15370192274232453,0.14753262682051893
173,2003.10.29.17.29.46,2003-10-29 17:29:46,0.15539988487367035,0.1500004804679805
174,2003.10.29.17.39.46,2003-10-29 17:39:46,0.15298487130958205,0.14841616129516944
175,2003.10.29.17.49.46,2003-10-29 17:49:46,0.15382094780742642,0.1478640439332066
176,2003.10.29.17.59.46,2003-10-29 17:59:46,0.15507215542666541,0.14895005323723454
177,2003.10.29.18.09.46,2003-10-29 18:09:46,0.1544309943996023,0.1485886483745688
178,2003.10.29.18.19.46,2003-10-29 18:19:46,0.1552559455949373,0.14942165425974493
179,2003.10.29.18.29.46,2003-10-29 18:29:46,0.15510678025557104,0.14993029679315778
180,2003.10.29.18.39.46,2003-10-29 18:39:46,0.1557404488318425,0.1495359390591857
181,2003.10.29.18.49.46,2003-10-29 18:49:46,0.15477867688528474,0.14791922052519493
182,2003.10.29.18.59.46,2003-10-29 18:59:46,0.15575208744713706,0.15036225089476624
183,2003.10.29.19.09.46,2003-10-29 19:09:46,0.15619200642508485,0.14966219612587126
184,2003.10.29.19.19.46,2003-10-29 19:19:46,0.15519555975471117,0.14884772623546774
185,2003.10.29.19.29.46,2003-10-29 19:29:46,0.15735577613549218,0.15084039076563055
186,2003.10.29.19.39.46,2003-10-29 19:39:46,0.15407669115674993,0.15009431946722077
187,2003.10.29.19.49.46,2003-10-29 19:49:46,0.15467211160831482,0.14820620301890625
188,2003.10.29.19.59.46,2003-10-29 19:59:46,0.15898814215438561,0.15152137070806218
189,2003.10.29.20.09.46,2003-10-29 20:09:46,0.15665693026109034,0.1505336307095839
190,2003.10.29.20.19.46,2003-10-29 20:19:46,0.1565094297840489,0.14939335677609003
191,2003.10.29.20.29.46,2003-10-29 20:29:46,0.15777460327775547,0.15193587257458324
192,2003.10.29.20.39.46,2003-10-29 20:39:46,0.1555238060492569,0.1506101868040161
193,2003.10.29.20.49.46,2003-10-29 20:49:46,0.15732481266376103,0.15092439788501102
194,2003.10.29.20.59.46,2003-10-29 20:59:46,0.1571116613147915,0.15209074953378984
195,2003.10.29.21.09.46,2003-10-29 21:09:46,0.1569032853919792,0.15084836637720633
196,2003.10.29.21.19.46,2003-10-29 21:19:46,0.1554834044600902,0.15053729714602707
197,2003.10.29.21.29.46,2003-10-29 21:29:46,0.1564821976258901,0.1521260551973983
198,2003.10.29.21.39.46,2003-10-29 21:39:46,0.15516618044756886,0.1508693264454686
199,2003.10.29.21.49.46,2003-10-29 21:49:46,0.15635999956155866,0.1505079644513248
200,2003.10.29.21.59.46,2003-10-29 21:59:46,0.15733475908398506,0.1509739225593902
201,2003.10.29.22.09.46,2003-10-29 22:09:46,0.1521511158701995,0.14771479229678133
202,2003.10.29.22.19.46,2003-10-29 22:19:46,0.15345979996428422,0.14939052743564432
203,2003.10.29.22.29.46,2003-10-29 22:29:46,0.1547398692917811,0.14922419639929588
204,2003.10.29.22.39.46,2003-10-29 22:39:46,0.15367588406692184,0.14887936650686145
205,2003.10.29.22.49.46,2003-10-29 22:49:46,0.15292406395311858,0.1486399857418189
206,2003.10.29.22.59.46,2003-10-29 22:59:46,0.1546632102141618,0.1499635437468887
207,2003.10.29.23.09.46,2003-10-29 23:09:46,0.15510108126688302,0.1491773802273132
208,2003.10.29.23.19.46,2003-10-29 23:19:46,0.15385127872980736,0.1484791985838736
209,2003.10.29.23.29.46,2003-10-29 23:29:46,0.15327339732051312,0.1488102148015951
210,2003.10.29.23.39.46,2003-10-29 23:39:46,0.15298989320172426,0.14862956603714694
211,2003.10.29.23.49.46,2003-10-29 23:49:46,0.15490895353955095,0.15053530183850358
212,2003.10.29.23.59.46,2003-10-29 23:59:46,0.1539890202559098,0.15010852015214068
213,2003.10.30.00.09.46,2003-10-30 00:09:46,0.15407635776924863,0.14877763841841077
214,2003.10.30.00.19.46,2003-10-30 00:19:46,0.15369206717873202,0.1487624387525082
215,2003.10.30.00.29.46,2003-10-30 00:29:46,0.15467751893304096,0.15016077630404812
216,2003.10.30.00.39.46,2003-10-30 00:39:46,0.15201462026854728,0.14857266148988346
217,2003.10.30.00.49.46,2003-10-30 00:49:46,0.1503314271477566,0.14601882704487973
218,2003.10.30.00.59.46,2003-10-30 00:59:46,0.15361584228833017,0.14985211916148367
219,2003.10.30.01.09.46,2003-10-30 01:09:46,0.1517771102997336,0.14742149410390645
220,2003.10.30.01.19.46,2003-10-30 01:19:46,0.15271774989441306,0.1481937992914599
221,2003.10.30.01.29.46,2003-10-30 01:29:46,0.15195473344264404,0.14788844755396505
222,2003.10.30.01.39.46,2003-10-30 01:39:46,0.15096969991680037,0.14770670120234264
223,2003.10.30.01.49.46,2003-10-30 01:49:46,0.15351465123736968,0.14830567024281938
224,2003.10.30.01.59.46,2003-10-30 01:59:46,0.15329038262803704,0.14736455264734843
225,2003.10.30.02.09.46,2003-10-30 02:09:46,0.15232611356247122,0.147772122524218
226,2003.10.30.02.19.46,2003-10-30 02:19:46,0.15146437351837067,0.14694669011695408
227,2003.10.30.02.29.46,2003-10-30 02:29:46,0.1522630165887407,0.1471437335407543
228,2003.10.30.02.39.46,2003-10-30 02:39:46,0.15145157990158933,0.14711157028367322
229,2003.10.30.02.49.46,2003-10-30 02:49:46,0.15198717982787646,0.14666693141104184
230,2003.10.30.02.59.46,2003-10-30 02:59:46,0.15162309613396635,0.14796564971672901
231,2003.10.30.03.09.46,2003-10-30 03:09:46,0.15046114629022586,0.14646292309590464
232,2003.10.30.03.19.46,2003-10-30 03:19:46,0.15146677663378239,0.14707708139303605
233,2003.10.30.03.29.46,2003-10-30 03:29:46,0.1529628120655475,0.14820063716941934
234,2003.10.30.03.39.46,2003-10-30 03:39:46,0.15074692582116309,0.14618614140695116
235,2003.10.31.00.09.46,2003-10-31 00:09:46,0.1494423226950786,0.14306605636689299
236,2003.10.31.00.19.46,2003-10-31 00:19:46,0.14991053712339572,0.1445603669995039
237,2003.10.31.00.29.46,2003-10-31 00:29:46,0.15100827662540553,0.14467915438944115
238,2003.10.31.00.39.46,2003-10-31 00:39:46,0.14896261934757535,0.14287916763114472
239,2003.10.31.00.49.46,2003-10-31 00:49:46,0.1495804191952965,0.1435500006462796
240,2003.10.31.00.59.46,2003-10-31 00:59:46,0.15109778966290546,0.1447449342674684
241,2003.10.31.01.09.46,2003-10-31 01:09:46,0.15071994981250617,0.14527100213910552
242,2003.10.31.01.19.46,2003-10-31 01:19:46,0.1501527882340289,0.14391511542996013
243,2003.10.31.01.29.46,2003-10-31 01:29:46,0.15043239030452973,0.1432052962874126
244,2003.10.31.01.39.46,2003-10-31 01:39:46,0.14808484621894133,0.1407720933828528
245,2003.10.31.01.49.46,2003-10-31 01:49:46,0.15100105238794073,0.1449176330241704
246,2003.10.31.01.59.46,2003-10-31 01:59:46,0.15141764276022296,0.14496451478508457
247,2003.10.31.02.09.46,2003-10-31 02:09:46,0.1489691790559166,0.1430129035303174
248,2003.10.31.02.19.46,2003-10-31 02:19:46,0.1487722293329744,0.14304653075463766
249,2003.10.31.02.29.46,2003-10-31 02:29:46,0.14945799848300817,0.1430485859742023
250,2003.10.31.02.39.46,2003-10-31 02:39:46,0.14873319183529823,0.14295596527536897
251,2003.10.31.02.49.46,2003-10-31 02:49:46,0.1496359697315455,0.14307081585567819
252,2003.10.31.02.59.46,2003-10-31 02:59:46,0.1506716296793606,0.14494571754679836
253,2003.10.31.03.09.46,2003-10-31 03:09:46,0.14947808518046632,0.14311109256257226
254,2003.10.31.03.19.46,2003-10-31 03:19:46,0.15059983208432912,0.1439789462487159
255,2003.10.31.03.29.46,2003-10-31 03:29:46,0.15094237505067123,0.14490491747149878
256,2003.10.31.03.39.46,2003-10-31 03:39:46,0.14920754162747815,0.14283335853555665
257,2003.10.31.03.49.46,2003-10-31 03:49:46,0.15017505020183947,0.14414755945379157
258,2003.10.31.03.59.46,2003-10-31 03:59:46,0.15008239761617198,0.1445624459576207
259,2003.10.31.04.09.46,2003-10-31 04:09:46,0.15048339865740798,0.14342411991651938
260,2003.10.31.04.19.46,2003-10-31 04:19:46,0.15003517898026658,0.14307507658241003
261,2003.10.31.04.29.46,2003-10-31 04:29:46,0.14989180831259175,0.14511642012751347
262,2003.10.31.04.39.46,2003-10-31 04:39:46,0.1491439616245408,0.1430018175556477
263,2003.10.31.04.49.46,2003-10-31 04:49:46,0.14897081906078327,0.1433385953945674
264,2003.10.31.04.59.46,2003-10-31 04:59:46,0.15001834637152509,0.14482039489430953
265,2003.10.31.05.09.46,2003-10-31 05:09:46,0.14955271577247226,0.14381151180532933
266,2003.10.31.05.19.46,2003-10-31 05:19:46,0.15094417266565394,0.14446232393641387
267,2003.10.31.05.29.46,2003-10-31 05:29:46,0.15019702896450923,0.14458489359223572
268,2003.10.31.05.39.46,2003-10-31 05:39:46,0.14948761641332534,0.14365262224862535
269,2003.10.31.05.49.46,2003-10-31 05:49:46,0.14844091575017312,0.1432020872507407
270,2003.10.31.05.59.46,2003-10-31 05:59:46,0.1504650974699469,0.14425001455535022
271,2003.10.31.06.09.46,2003-10-31 06:09:46,0.1487936726855346,0.14292076858787878
272,2003.10.31.06.19.46,2003-10-31 06:19:46,0.15135828542371327,0.1434114020034996
273,2003.10.31.06.29.46,2003-10-31 06:29:46,0.1508733334427944,0.14448385624974464
274,2003.10.31.06.39.46,2003-10-31 06:39:46,0.15023219073425143,0.1439989639244954
275,2003.10.31.06.49.46,2003-10-31 06:49:46,0.14884708261805552,0.14384653008936296
276,2003.10.31.06.59.46,2003-10-31 06:59:46,0.15194715685580465,0.14482624135683034
277,2003.10.31.07.09.46,2003-10-31 07:09:46,0.1497473984735941,0.1448550863619289
278,2003.10.31.07.19.46,2003-10-31 07:19:46,0.1502911156176364,0.14438407151559993
279,2003.10.31.07.29.46,2003-10-31 07:29:46,0.15075636938503212,0.1436890381945179
280,2003.10.31.07.39.46,2003-10-31 07:39:46,0.1490322874583831,0.14295023274891425
281,2003.10.31.07.49.46,2003-10-31 07:49:46,0.15055388038319537,0.14533574578852324
282,2003.10.31.07.59.46,2003-10-31 07:59:46,0.15089798395770568,0.14434722744241574
283,2003.10.31.08.09.46,2003-10-31 08:09:46,0.15076022570391992,0.14372590304144248
284,2003.10.31.08.19.46,2003-10-31 08:19:46,0.14964371113816685,0.14371932706043097
285,2003.10.31.08.29.46,2003-10-31 08:29:46,0.14998794043319158,0.14446960847679174
286,2003.10.31.08.39.46,2003-10-31 08:39:46,0.1507464738069663,0.14384342310684126
287,2003.10.31.08.49.46,2003-10-31 08:49:46,0.15025629325292628,0.14467730761886521
288,2003.10.31.08.59.46,2003-10-31 08:59:46,0.1503824673112174,0.14516636620427312
289,2003.10.31.09.09.46,2003-10-31 09:09:46,0.14833278625615992,0.142724898597573
290,2003.10.31.09.19.46,2003-10-31 09:19:46,0.15067853593463884,0.14428473520942237
291,2003.10.31.09.29.46,2003-10-31 09:29:46,0.15025595073880393,0.1437515378654151
292,2003.10.31.09.39.46,2003-10-31 09:39:46,0.15014123006304347,0.14416170154172794
293,2003.10.31.09.49.46,2003-10-31 09:49:46,0.15037789897455012,0.1437036100418584
294,2003.10.31.09.59.46,2003-10-31 09:59:46,0.15112856550151885,0.14468554584938462
295,2003.10.31.10.09.46,2003-10-31 10:09:46,0.14913002794331864,0.14333263510837083
296,2003.10.31.12.05.51,2003-10-31 12:05:51,0.1492916462977647,0.14413890412251867
297,2003.10.31.12.11.44,2003-10-31 12:11:44,0.15036426895677793,0.14486379715637204
298,2003.10.31.12.21.44,2003-10-31 12:21:44,0.15028495134763994,0.14378105914462447
299,2003.10.31.12.31.44,2003-10-31 12:31:44,0.15059822505801654,0.14375422667019874
300,2003.10.31.12.41.44,2003-10-31 12:41:44,0.15085154611353424,0.14415065954231487
301,2003.10.31.12.51.44,2003-10-31 12:51:44,0.1501996480599863,0.1437555535612016
302,2003.10.31.13.01.44,2003-10-31 13:01:44,0.15084802019023152,0.14560515171201233
